gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,NumServices,AutoPaymentFlag,PremiumCustomerFlag,TotalCharges_log,CustomerLifetimeCategory_Loyal,CustomerLifetimeCategory_Medium,CustomerLifetimeCategory_New,MonthlyChargeCategory_High,MonthlyChargeCategory_Low,MonthlyChargeCategory_Medium,TenureGroup_Growing Customer,TenureGroup_Long-term Customer,TenureGroup_New Customer,TenureGroup_Premium Customer,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes
1,1,0,0,0.013888888888888888,1,0,0,0.3303089931140931,0.008601234340456891,0,74.7,2,0,1,4.3267781604434035,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0.9166666666666666,1,2,1,0.6394032351449919,0.6579598839351511,0,86.57954545454545,7,0,1,8.65089331980408,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0.9027777777777777,1,2,1,1.5384354122348645,0.8183262711864407,0,109.33846153846154,7,1,1,8.868976189274543,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,0,0,1.0,1,2,1,1.2010906212011416,0.8588626105379515,0,103.59791666666666,6,1,1,8.917317395588213,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,0,0,0.16666666666666666,1,2,1,0.47156173812821356,0.1067785095799558,1,77.27916666666667,3,0,1,6.83340881685348,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,1,0.986111111111111,1,2,1,0.06940686408801149,0.5467828850405306,0,66.8830985915493,5,1,1,8.465836737139407,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.06944444444444445,1,0,0,-1.4527991880641573,0.013109110169491527,1,22.77,1,0,0,4.743626929135107,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.7222222222222222,1,0,0,-1.4544609850643233,0.1274871039056743,0,21.292307692307695,1,1,0,7.010492356433249,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0.3472222222222222,1,0,1,1.1213243651931677,0.289528831982314,1,100.58,5,0,1,7.830226869931373,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,0,0.013888888888888888,1,0,0,-1.481049737066981,0.0023259027266028004,0,20.2,1,0,0,3.054001181677967,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.013888888888888888,1,0,0,-1.505976692069473,0.002239544952100221,0,19.45,1,0,0,3.017982882488811,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.5277777777777778,1,2,0,1.0049985751815391,0.4151621223286662,0,94.88421052631578,5,1,1,8.190520779273172,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0,0.9166666666666666,0,1,0,-0.6385186579827569,0.34856876381724394,0,45.86742424242424,3,1,0,8.015740173896912,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,0,0.9444444444444444,1,2,1,1.503537675231376,0.8764565677966103,1,111.93897058823529,7,1,1,8.937592887972736,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,0.06944444444444445,0,1,0,-1.3447823830533592,0.011537398673544585,0,20.04,0,0,0,4.617098756853365,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,1.0,1,2,1,1.3091074262119398,0.840900193441415,0,101.43125,6,0,1,8.896184267815448,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,0.4444444444444444,0,1,0,-1.150352134033923,0.10681305268975683,0,28.9890625,1,0,0,6.833731918633351,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0.5972222222222222,1,2,0,0.9833952141793793,0.45151298820928526,0,91.19302325581396,4,0,1,8.274433495416885,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,1.0,1,0,0,-1.5076384890696393,0.15696964812085484,0,18.93402777777778,1,1,0,7.218360106066341,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0.7638888888888888,1,2,1,1.0631614701873533,0.6032263264554164,1,95.25272727272727,5,0,1,8.564057693163521,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0.7222222222222222,1,0,0,-0.22639300194155818,0.35029591930729553,0,58.50480769230769,4,1,0,8.020681302289706,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0.5972222222222222,1,0,1,0.893658176170409,0.45528970154753134,0,91.95581395348837,4,0,1,8.282761164332172,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0,0.5138888888888888,1,2,1,0.39013368512007346,0.33024940125276353,1,77.51756756756757,2,0,1,7.961771097640099,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.8888888888888888,0,1,1,-0.33773340095268845,0.39419445467944,0,53.4921875,4,0,0,8.13871075463796,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,1,0.041666666666666664,1,0,0,0.8338334841644282,0.02860169491525424,0,82.8,4,0,1,5.519058033245936,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0.5,0,1,0,-1.1204397880309327,0.1296921057479735,0,31.287499999999998,1,1,0,7.027625024832521,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0.1388888888888889,1,2,1,1.1794872601989819,0.12258773949889465,1,106.465,5,0,1,6.971340220607248,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0.5694444444444444,1,0,0,-1.4660935640654862,0.09616226050110539,0,20.36951219512195,1,0,0,6.728808022827132,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.375,1,2,1,0.6792863631489789,0.24774318349299929,0,79.68888888888888,4,1,1,7.674431692830198,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0.7777777777777777,1,2,1,1.1645310871974868,0.6350693165070008,0,98.49017857142857,5,1,1,8.615489816441348,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.08333333333333333,1,0,0,-1.46443176706532,0.012982452100221078,0,18.791666666666668,1,0,0,4.7340030578310595,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.041666666666666664,1,2,1,0.32033821111309646,0.026431236182756085,1,76.51666666666667,2,0,1,5.440467758652715,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.09722222222222221,1,0,0,-0.467353566965646,0.04034059506263818,0,50.050000000000004,2,0,0,5.861782877638206,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0.05555555555555555,1,0,0,-1.4594463760648215,0.007242538688282978,0,15.725,1,0,0,4.157319361383489,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.4583333333333333,1,0,1,0.8039211381614382,0.3486148212969787,0,91.7469696969697,4,0,1,8.015872254664492,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0.375,1,2,1,0.44164939212522314,0.24588936993367727,1,79.0925925925926,3,0,1,7.66692425508408,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,1.0,1,2,1,-1.3697093380558512,0.19850198047162862,0,23.94375,2,1,0,7.452953343538126,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.013888888888888888,1,0,0,-1.4960059100684764,0.0022740880619012533,0,19.75,1,0,0,3.0325462466767075,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,0,0,0.986111111111111,0,1,1,-0.2762469119465419,0.4588879421518055,0,56.131690140845066,4,0,0,8.290631304243542,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,0.18055555555555555,1,2,1,0.7042133181514708,0.13997443809874727,0,93.51153846153846,3,0,1,7.103856459184463,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,0.3472222222222222,0,1,1,-0.2047896409393986,0.1730206798084009,1,60.106,5,1,0,7.315650764662011,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,0,0,0.9305555555555555,1,0,0,-0.47233895796614456,0.3753799742078114,0,48.65820895522388,2,1,0,8.089819840759192,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.013888888888888888,0,1,1,-0.9742016520163136,0.004081844141488579,1,35.45,1,0,0,3.5959414584546674,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.027777777777777776,1,0,0,-0.6784017859867437,0.00935542557111275,1,40.625,1,0,0,4.409763389645481,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.5972222222222222,1,2,1,-1.2982520670487077,0.13681374355195286,0,27.632558139534886,2,1,0,7.081036091123942,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.3194444444444444,1,0,1,0.3402797751150897,0.20478306927044954,0,77.32608695652173,2,1,1,7.484087704950247,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0.8888888888888888,1,0,0,-1.481049737066981,0.14712486182756082,0,19.96484375,1,0,0,7.153638317265837,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,1,0.7916666666666666,1,0,1,-1.5009913010689746,0.1347814572586588,0,20.5359649122807,1,0,0,7.0660829373614416,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0.013888888888888888,1,0,1,0.18905624809997262,0.00811187361827561,1,70.45,1,0,1,4.268997904375876,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,1,1.0,1,2,1,0.7740087921584478,0.7398731116433309,0,89.24513888888889,8,1,1,8.768208686132068,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0.1111111111111111,1,2,0,0.21232140610229844,0.06490074613117171,1,70.45625,5,0,1,6.33620607016968,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,1,0,0.8472222222222222,1,2,1,1.2060760122016398,0.6875518146647016,0,97.88934426229508,5,1,1,8.694879019805663,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,0,0,0.8888888888888888,1,2,1,0.6493740171459885,0.6090007829771555,0,82.64140625,4,1,1,8.573582976603518,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,1,1,0,0.986111111111111,1,2,0,-1.3564149620545218,0.20221536477523952,0,24.735211267605635,2,1,0,7.4714769121016245,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.9027777777777777,1,2,1,1.1396041321949948,0.7388425755342668,0,98.71846153846154,6,1,1,8.766815077043479,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.041666666666666664,1,0,0,-1.5009913010689746,0.007064065954310981,0,20.45,1,0,0,4.132763672126045,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.013888888888888888,1,0,1,-0.6351950639824246,0.005256309874723655,1,45.65,1,0,0,3.8426729272933526,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,0.41666666666666663,1,0,0,-0.00869759491979612,0.2222215825350037,0,64.33166666666666,4,1,0,7.565767388773753,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,1,0.20833333333333331,1,0,1,0.1574821050968162,0.12336495946941786,0,71.42666666666668,5,0,1,6.977654406361804,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,0.1111111111111111,1,0,1,0.12590796209365976,0.06498134672070746,0,70.54375,4,0,1,6.337445008381255,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,0.09722222222222221,1,2,0,1.0049985751815391,0.07547669491525424,1,93.64285714285714,4,0,1,6.486922693742851,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,0.9722222222222222,1,2,1,1.4420511862252297,0.9131528647752396,0,113.29357142857143,7,1,1,8.97860375580645,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,0.861111111111111,1,0,0,0.7091987091519689,0.6005031779661018,0,84.11693548387096,7,0,1,8.559534031905763,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,1,0.08333333333333333,1,0,0,-1.4976677070686424,0.013068809874723657,0,18.916666666666668,1,0,0,4.740574822994295,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.19444444444444442,1,0,1,0.5363718211346925,0.1327376565954311,0,82.34285714285714,2,1,1,7.050816121822789,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.3055555555555555,1,2,1,0.6443886261454905,0.2097860630066323,0,82.81590909090909,3,1,1,7.508211346984919,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.3055555555555555,1,0,0,-1.4827115340671475,0.048348839351510686,0,19.086363636363636,1,0,0,6.042395275776525,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.2222222222222222,1,0,0,-0.017006579920626735,0.11790714812085484,0,64.0,4,0,0,6.932447891572509,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0.1388888888888889,1,2,0,-1.2982520670487077,0.028970154753131912,0,25.16,2,1,0,5.531807209916391,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,1,0.18055555555555555,1,0,1,-0.29120308494803704,0.08803311532792926,0,58.81153846153846,3,0,0,6.640594529751104,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0.2777777777777778,1,2,0,0.5862257311396761,0.18334906963890937,1,79.61749999999999,3,0,1,7.37359399701373,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,0.027777777777777776,1,0,1,0.16412929309748078,0.015567428150331615,0,67.6,1,0,1,4.9141243937154115,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.736111111111111,1,2,1,0.30372024111143525,0.45576754789977897,0,74.68396226415095,6,1,1,8.283809892371835,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,0.15277777777777776,1,0,0,-1.4677553610656522,0.026932111274871044,0,21.263636363636365,1,0,0,5.459159891664867,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0.9583333333333333,1,0,0,-1.491020519067978,0.1569926768607222,0,19.76014492753623,1,0,0,7.2185066960178625,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.05555555555555555,1,0,1,0.20401242110146783,0.03143422991893884,1,68.25,1,1,1,5.6131281063880705,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,1.0,1,2,1,0.8072447321617703,0.7201605103168756,0,86.86736111111111,8,1,1,8.741208362759322,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,0.8055555555555555,0,1,1,-0.6468276429835875,0.30526897568165073,1,45.710344827586205,3,0,0,7.883144763243498,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0.2222222222222222,1,0,0,-1.4744025490663168,0.037007184966838615,0,20.0875,1,0,0,5.775793010632473,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0.5972222222222222,1,0,1,0.6477122201458225,0.4075223378776714,0,82.30813953488372,4,1,1,8.171952625103168,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0.027777777777777776,1,2,1,1.3174164112127704,0.02795689019896832,1,121.4,6,0,1,5.496348217047172,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,0,0.19444444444444442,1,0,0,0.5712695581381809,0.13607106669123067,0,84.41071428571429,6,0,1,7.075597514511258,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,0,0.736111111111111,1,0,1,1.0000131841810405,0.5757415254237289,1,94.3433962264151,4,1,1,8.517433162620845,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.4444444444444444,1,0,0,-1.4694171580658184,0.0753673084008843,0,20.4546875,1,1,0,6.485474577945411,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0.4722222222222222,1,2,0,-1.33148800705203,0.08983511422254976,0,22.947058823529414,2,0,0,6.660831199002524,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.20833333333333331,1,2,1,0.32200000811326246,0.13192013633014005,1,76.38000000000001,2,0,1,7.044643531044259,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0.09722222222222221,1,0,0,0.3884718881199074,0.05798636698599854,1,71.94285714285715,2,1,1,6.223766036206958,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0.20833333333333331,1,2,1,1.3489905542159264,0.17953781319086223,0,103.95,6,1,1,7.352601343814152,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,0,0.8472222222222222,1,0,1,-1.4694171580658184,0.14415991156963892,0,20.524590163934427,1,1,0,7.133295954896068,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.013888888888888888,0,1,0,-1.156999322034587,0.0034485537951363305,1,29.95,1,1,0,3.432372999130605,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,0.013888888888888888,1,0,0,-0.6468276429835875,0.005216009579955785,0,45.3,1,0,0,3.835141961092188,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.1111111111111111,1,2,0,0.6560212051466532,0.07629997236551217,1,82.83125,3,1,1,6.497754902072211,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,0.4583333333333333,1,0,0,0.3319707901142591,0.2824820375829035,0,74.34242424242424,5,1,1,7.805596867187762,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,0,0.18055555555555555,1,0,1,0.4815325201292102,0.12799949336772296,1,85.51153846153846,3,0,1,7.014499836412125,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0.013888888888888888,0,1,1,-1.328164413051698,0.0028555637435519533,1,24.8,0,0,0,3.250374491927572,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.2777777777777778,1,0,1,-0.4307940329619915,0.11788987656595433,0,51.1925,2,0,0,6.932301539400137,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
